V1,V2
X,1051585
X,1051343
X,1051373
X,1051374
X,1051336
X,1052592
X,1051343
X,1051220
X,1051279
X,1051446
X,1051395
X,1052238
X,1051386
X,1051373
X,1052207
X,1051234
X,1051478
X,1052025
X,1052310
X,1056812
X,1059648
X,1051625
X,1051522
X,1051279
X,1051606
X,1051468
X,1052496
X,1051546
X,1051357
X,1053362
X,1051447
X,1051851
X,1052151
X,1052919
X,1051754
X,1051463
X,1051201
X,1052068
X,1052842
X,1051340
X,1051965
X,1051139
X,1051313
X,1051433
X,1052986
X,1051257
X,1051858
X,1051445
X,1051240
X,1051283
X,1051489
X,1051163
X,1051622
X,1051209
X,1051567
X,1051332
X,1052340
X,1051382
X,1051318
X,1051462
X,1051573
X,1051372
X,1051315
X,1051294
X,1052406
X,1050931
X,1052083
X,1051355
X,1051413
X,1051305
X,1051169
X,1051184
X,1051279
X,1051246
X,1051324
X,1052084
X,1051294
X,1051959
X,1051238
X,1051434
X,1051309
X,1051273
X,1051234
X,1054161
X,1051305
X,1051328
X,1051314
X,1051457
X,1051592
X,1051431
X,1051276
X,1051334
X,1051311
X,1051264
X,1052404
X,1051287
X,1051293
X,1051353
X,1052515
X,1051073
X,1051263
X,1051444
X,1051227
X,1051286
X,1052304
X,1051118
X,1051276
X,1051395
X,1051197
X,1051416
X,1051296
X,1051120
X,1051286
X,1051369
X,1051198
X,1051175
X,1051217
X,1050856
X,1051639
X,1051271
X,1051321
X,1051440
X,1052346
X,1051445
X,1051282
X,1051279
X,1051283
X,1051166
X,1051710
X,1051405
X,1051664
X,1051795
X,1050869
X,1051348
X,1051373
X,1051408
X,1052198
X,1051522
X,1052521
X,1051324
X,1051683
X,1051682
X,1051447
X,1051347
X,1051254
X,1051671
X,1052585
X,1051471
X,1051223
X,1051348
X,1051513
X,1051127
X,1051403
X,1051435
X,1051415
X,1051166
X,1051167
X,1051425
X,1051023
X,1051612
X,1051691
X,1051226
X,1051385
X,1052123
X,1052820
X,1051495
X,1051314
X,1051513
X,1051348
X,1051275
X,1051349
X,1051661
X,1051482
X,1051397
X,1052462
X,1051408
X,1051654
X,1051371
X,1052806
X,1051255
X,1051577
X,1051242
X,1052562
X,1050979
X,1051218
X,1051470
X,1053153
X,1051531
X,1051435
X,1051472
X,1051607
X,1051274
X,1051148
X,1051390
X,1051818
X,1051175
X,1051337
X,1051645
X,1051262
X,1051345
X,1051608
X,1051744
X,1051217
X,1051330
X,1051312
X,1051806
X,1051255
X,1051724
X,1051856
X,1051109
X,1051323
X,1052184
X,1051361
X,1051161
X,1052078
X,1052293
X,1051380
X,1051491
X,1052164
X,1051825
X,1051290
X,1051358
X,1051363
X,1052647
X,1050873
X,1051322
X,1051257
X,1051424
X,1051236
X,1051479
X,1052453
X,1052021
X,1052140
X,1052865
X,1051204
X,1051543
X,1051499
X,1051521
X,1051663
X,1051606
X,1051404
X,1051938
X,1051348
X,1051206
X,1057150
X,1052166
X,1051764
X,1052178
X,1051567
X,1051595
X,1051295
X,1051880
X,1051709
X,1051319
X,1051467
X,1052407
X,1051950
X,1051309
X,1051242
X,1051240
X,1051291
X,1051373
X,1051457
X,1051383
X,1051441
X,1051221
X,1052298
X,1051789
X,1051163
X,1051207
X,1051478
X,1051687
X,1051664
X,1051332
X,1050924
X,1051314
X,1051267
X,1051408
X,1051271
X,1051706
X,1051553
X,1052141
X,1051203
X,1051172
X,1051441
X,1051500
X,1051185
X,1051500
X,1051248
X,1051425
X,1052793
X,1051331
X,1051211
X,1051664
X,1051269
X,1052629
X,1051231
X,1051421
X,1051305
X,1052776
X,1051291
X,1051424
X,1051615
X,1051331
X,1051773
X,1051380
X,1051318
X,1052846
X,1051443
X,1051409
X,1051409
X,1051709
X,1051366
X,1051430
X,1051394
X,1052732
X,1051470
X,1051227
X,1051353
X,1051363
X,1051281
X,1051696
X,1052445
X,1051473
X,1051258
X,1051154
X,1051338
X,1052969
X,1051703
X,1051318
X,1051700
X,1051206
X,1051363
X,1051177
X,1051362
X,1051693
X,1051373
X,1051260
X,1051771
X,1051765
X,1051823
X,1051239
X,1051150
X,1051313
X,1051495
X,1051258
X,1051658
X,1051657
X,1051143
X,1051469
X,1051329
X,1051231
X,1051178
X,1051375
X,1051257
X,1051136
X,1051885
X,1051432
X,1052038
X,1051401
X,1050898
X,1051346
X,1051450
X,1051151
X,1051330
X,1051359
X,1051282
X,1051353
X,1051512
X,1051400
X,1051338
X,1051350
X,1051261
X,1051415
X,1051289
X,1051855
X,1051559
X,1051347
X,1051070
X,1051451
X,1051388
X,1051296
X,1052538
X,1051562
X,1052040
X,1051458
X,1051344
X,1051292
X,1051830
X,1052159
X,1051388
X,1051439
X,1051111
X,1051469
X,1051634
X,1052544
X,1051301
X,1051575
X,1051269
X,1051246
X,1051467
X,1052834
X,1051304
X,1051462
X,1051333
X,1051464
X,1051911
X,1052828
X,1051411
X,1051478
X,1051332
X,1051265
X,1052079
X,1051476
X,1051279
X,1051238
X,1051313
X,1051612
X,1051133
X,1051403
X,1053418
X,1051266
X,1051276
X,1051372
X,1051577
X,1051464
X,1052210
X,1051791
X,1051272
X,1051614
X,1051706
X,1051107
X,1052140
X,1051128
X,1051424
X,1051477
X,1051307
X,1051240
X,1051258
X,1051428
X,1051221
X,1051294
X,1051960
X,1051198
X,1051727
X,1051850
X,1051340
X,1050899
X,1052406
X,1051477
X,1052365
X,1051357
X,1051126
X,1052073
X,1051536
X,1051466
X,1051370
X,1051391
X,1051393
X,1051458
X,1051269
X,1051483
X,1051266
X,1051266
X,1051320
X,1052822
X,1061309
X,1059154
X,1057236
X,1052962
X,1052037
X,1051304
X,1051477
X,1053248
X,1053788
X,1051589
X,1051448
X,1051354
X,1051776
X,1051437
X,1051514
X,1051331
X,1051810
X,1051359
X,1051339
X,1051261
X,1051303
X,1052704
X,1051318
X,1051690
X,1053108
X,1050990
X,1051322
X,1051901
X,1051439
X,1052938
X,1050892
X,1051459
X,1051556
X,1052757
X,1051719
X,1051532
X,1051684
X,1051391
X,1051322
X,1051284
X,1051633
X,1052648
X,1051429
X,1051309
X,1051327
X,1051339
X,1051168
X,1051344
X,1052607
X,1052179
X,1051332
X,1051257
X,1051899
X,1051414
X,1052322
X,1051621
X,1051364
X,1051069
X,1051786
X,1051352
X,1051816
X,1051978
X,1051170
X,1051365
X,1051302
X,1051306
X,1051293
X,1051403
X,1052137
X,1051373
X,1051335
X,1051470
X,1051304
X,1051009
X,1051369
X,1051239
X,1051117
X,1051398
X,1051717
X,1051755
X,1051423
X,1051589
X,1051379
X,1051391
X,1051533
X,1051293
X,1051708
X,1051633
X,1051432
X,1051682
X,1051642
X,1051251
X,1051249
X,1051296
X,1051331
X,1051319
X,1052267
X,1051531
X,1051281
X,1051374
X,1051517
X,1051575
X,1051269
X,1051335
X,1051437
X,1051267
X,1051984
X,1051453
X,1051192
X,1051342
X,1051091
X,1051677
X,1051337
X,1051923
X,1051342
X,1051277
X,1051223
X,1052068
X,1051272
X,1051404
X,1051307
X,1051446
X,1051723
X,1051430
X,1051133
X,1051340
X,1052021
X,1051637
X,1051946
X,1051145
X,1051306
X,1051528
X,1051751
X,1051612
X,1051795
X,1052849
X,1051790
X,1051266
X,1051425
X,1051366
X,1051156
X,1052865
X,1051060
X,1051705
X,1051326
X,1051221
X,1051605
X,1052853
X,1051332
X,1051344
X,1051339
X,1051203
X,1051642
X,1052549
X,1051327
X,1051743
X,1051517
X,1051513
X,1051115
X,1051444
X,1051260
X,1051410
X,1051256
X,1051328
X,1051622
X,1051345
X,1051192
X,1051424
X,1051417
X,1051419
X,1051204
X,1051301
X,1051330
X,1052378
X,1050836
X,1051475
X,1051429
X,1052202
X,1051570
X,1051603
X,1053056
X,1051441
X,1051484
X,1051610
X,1051141
X,1051811
X,1051341
X,1053096
X,1051450
X,1051182
X,1051155
X,1051758
X,1052254
X,1051596
X,1051514
X,1051448
X,1051382
X,1051729
X,1051136
X,1051347
X,1051223
X,1051317
X,1051264
X,1051314
X,1051275
X,1051437
X,1051100
X,1051162
X,1051507
X,1051402
X,1051271
X,1051526
X,1051417
X,1051256
X,1051604
X,1052076
X,1051502
X,1051292
X,1051311
X,1051789
X,1051358
X,1052042
X,1051821
X,1051365
X,1051376
X,1051280
X,1051253
X,1051356
X,1051410
X,1051262
X,1051686
X,1051426
X,1051151
X,1051438
X,1051449
X,1052049
X,1051582
X,1051352
X,1052354
X,1051386
X,1051318
X,1051217
X,1051312
X,1051345
X,1052362
X,1051498
X,1051318
X,1051398
X,1051306
X,1051267
X,1051199
X,1051325
X,1051511
X,1052223
X,1051353
X,1051387
X,1051243
X,1051508
X,1051866
X,1051344
X,1051335
X,1051404
X,1051118
X,1051524
X,1051328
X,1051615
X,1052300
X,1051244
X,1051393
X,1050993
X,1050975
X,1051287
X,1051449
X,1051251
X,1052602
X,1051817
X,1051296
X,1052439
X,1051612
X,1051385
X,1051998
X,1051561
X,1052363
X,1051297
X,1051704
X,1051369
X,1052320
X,1051583
X,1052667
X,1051339
X,1051133
X,1051310
X,1051282
X,1052646
X,1051029
X,1051476
X,1051911
X,1051245
X,1051529
X,1051375
X,1051514
X,1053089
X,1051497
X,1051405
X,1051210
X,1051548
X,1051260
X,1051649
X,1051622
X,1051173
X,1052698
X,1051370
X,1051246
X,1051384
X,1051423
X,1051565
X,1051664
X,1052550
X,1051460
X,1051187
X,1051317
X,1051586
X,1051504
X,1052667
X,1051344
X,1051507
X,1051337
X,1051233
X,1052794
X,1051890
X,1051414
X,1051265
X,1051341
X,1051311
X,1052551
X,1051316
X,1051334
X,1051378
X,1051720
X,1051436
X,1051275
X,1051294
X,1051340
X,1052650
X,1051741
X,1051403
X,1051340
X,1051214
X,1051316
X,1051458
X,1052175
X,1051810
X,1051301
X,1052067
X,1051329
X,1052069
X,1051180
X,1051905
X,1051620
X,1051383
X,1051289
X,1051174
X,1051416
X,1051105
X,1051250
X,1051683
X,1051008
X,1051336
X,1051140
X,1052145
X,1051619
X,1051125
X,1051598
X,1051436
X,1051605
X,1051437
X,1051830
X,1051211
X,1051291
X,1051413
X,1051255
X,1051283
X,1051381
X,1051955
X,1051266
X,1051297
X,1051242
X,1051266
X,1051300
X,1051559
X,1051434
X,1051287
X,1052269
X,1055653
X,1053020
X,1051753
X,1051394
X,1051385
X,1053277
X,1053174
X,1051642
X,1051243
X,1051316
X,1052533
X,1051670
X,1051238
X,1051224
X,1051281
X,1051865
X,1051515
X,1051503
X,1050863
X,1051420
X,1051376
X,1051275
X,1051180
X,1051587
X,1051418
X,1051358
X,1051599
X,1051614
X,1052025
X,1051404
X,1052800
X,1051445
X,1051271
X,1051616
X,1051634
X,1051161
X,1051317
X,1051278
X,1051230
X,1052754
X,1051411
X,1051366
X,1052509
X,1052643
X,1051491
X,1051290
X,1052070
X,1051239
X,1051815
X,1051733
X,1051353
X,1051352
X,1052551
X,1051759
X,1051701
X,1051264
X,1051605
X,1052794
X,1051497
X,1051241
X,1051497
X,1051414
X,1051346
X,1051381
X,1052042
X,1051506
X,1051803
X,1051727
X,1051572
X,1051668
X,1051485
X,1051574
X,1051416
X,1051512
X,1051349
X,1051426
X,1051231
X,1051558
X,1051148
X,1051294
X,1051467
X,1051290
X,1051327
X,1051351
X,1052637
X,1051402
X,1051161
X,1052054
X,1051182
X,1051295
X,1051705
X,1051203
X,1051298
X,1051940
X,1051415
X,1051359
X,1051289
X,1051331
X,1051216
X,1051274
X,1051364
X,1051252
X,1051377
X,1051217
X,1051254
X,1051372
X,1052069
X,1052085
X,1051498
X,1051668
X,1051383
X,1051482
X,1051488
X,1051360
X,1051355
X,1051852
X,1051406
X,1051287
X,1052549
X,1050909
X,1051271
X,1051249
X,1051469
X,1052480
X,1051458
X,1051775
X,1051228
X,1051220
X,1051362
X,1051256
X,1052598
X,1051979
X,1051466
X,1051424
X,1051428
X,1052479
X,1051324
X,1051315
X,1051517
X,1051518
X,1051245
X,1051330
X,1051318
X,1051400
X,1052546
X,1051527
X,1051015
X,1051303
X,1052847
X,1051299
X,1051419
X,1051468
X,1051365
X,1051330
X,1051038
X,1051623
X,1051393
X,1051627
X,1051261
X,1051362
X,1051360
X,1051160
X,1051451
X,1050968
X,1051450
X,1051757
X,1052802
X,1051438
X,1051353
X,1051241
X,1052361
X,1052105
X,1051317
X,1051571
X,1051336
X,1051552
X,1051387
X,1051503
X,1051654
X,1051375
X,1051400
X,1051136
X,1052379
X,1051487
X,1051914
X,1051337
X,1052011
X,1051421
X,1051367
X,1051513
X,1051322
X,1051302
X,1051464
X,1051232
X,1051408
X,1051084
X,1050853
X,1050781
X,1051277
X,1051357
X,1051268
X,1051485
X,1051106
X,1051329
X,1052025
X,1052350
X,1051340
X,1051380
X,1051222
X,1051239
X,1051228
X,1051746
X,1051416
X,1051396
X,1051390
X,1051451
X,1051361
X,1051346
X,1051956
X,1051371
X,1051292
X,1051381
X,1051390
X,1051413
X,1051711
X,1051639
X,1051423
X,1051108
X,1051279
X,1051547
X,1051143
X,1052035
X,1051362
X,1052094
X,1051626
X,1051494
X,1051855
X,1052294
X,1051585
X,1051248
X,1051520
X,1051300
X,1051609
X,1051430
X,1051356
X,1051371
X,1051406
X,1052608
X,1051806
X,1051678
X,1051253
X,1051551
X,1051408
X,1052394
X,1051724
X,1051409
X,1051578
X,1051214
X,1052492
X,1052604
X,1051510
X,1051610
X,1051618
X,1051576
X,1051541
X,1052030
X,1051445
X,1051322
X,1052594
X,1051011
X,1051521
X,1051588
X,1051248
X,1051183
X,1051970
X,1051198
X,1051442
X,1051294
X,1051322
X,1051428
X,1051538
X,1051424
X,1051781
X,1051354
X,1051240
X,1051363
X,1051696
X,1051591
X,1051462
X,1052675
X,1051473
X,1051580
X,1051457
X,1051593
X,1051857
X,1051500
X,1051254
X,1051401
X,1052416
X,1051276
X,1051127
X,1051509
X,1052533
X,1051385
X,1051157
X,1051397
X,1051438
X,1051252
X,1051424
X,1051390
X,1051360
X,1051280
X,1051457
X,1051692
X,1051294
X,1051332
X,1051386
X,1051232
X,1051343
X,1051439
X,1052728
X,1051460
X,1051470
X,1051338
X,1051338
X,1052770
X,1051429
X,1052082
X,1051697
X,1051325
X,1051342
X,1052527
X,1051204
X,1051332
X,1051221
X,1051273
X,1051362
X,1051412
X,1051355
X,1051755
X,1052015
X,1051588
X,1052261
X,1052580
X,1051748
X,1051485
X,1051200
X,1051318
X,1051177
X,1051268
X,1051393
X,1051282
X,1051383
X,1051320
X,1051241
X,1051290
X,1051437
X,1052175
X,1051262
X,1051327
X,1051570
X,1051263
X,1052511
X,1050992
X,1051484
X,1051330
X,1051432
X,1051446
X,1052377
X,1051572
X,1051214
X,1051349
X,1051294
X,1051170
X,1051471
X,1051424
X,1052443
X,1051426
X,1051489
X,1051433
X,1051508
X,1051327
X,1051411
X,1051288
X,1051204
X,1051236
X,1051381
X,1051399
X,1051432
X,1052532
X,1051318
X,1051306
X,1051790
X,1051224
X,1051294
X,1051180
X,1051737
X,1051536
X,1051578
X,1054370
X,1052113
X,1051431
X,1051547
X,1051401
X,1051096
X,1051700
X,1051413
X,1051385
X,1052459
X,1051000
X,1052145
X,1051637
X,1051446
X,1051226
X,1051416
X,1051358
X,1051257
X,1051272
X,1051325
X,1051222
X,1051273
X,1051229
X,1051578
X,1052447
X,1053539
X,1051736
X,1052190
X,1052057
X,1051643
X,1052096
X,1051779
X,1050977
X,1051288
X,1051204
X,1052836
X,1051121
X,1051412
X,1053013
X,1051362
X,1051197
X,1052750
X,1051455
X,1051319
X,1051410
X,1051430
X,1051116
X,1051335
X,1051506
X,1051277
X,1051505
X,1051312
X,1051395
X,1052062
X,1051634
X,1052703
X,1051499
X,1051343
X,1051640
X,1051276
X,1051356
X,1052431
X,1051591
X,1051389
X,1051469
X,1051159
X,1052257
X,1051391
X,1051215
X,1051424
X,1051273
X,1051708
X,1051264
X,1052206
X,1051176
X,1051238
X,1051318
X,1052021
X,1051732
X,1051490
X,1051491
X,1052104
X,1051697
X,1051827
X,1051459
X,1051756
X,1051459
X,1051928
X,1051323
X,1051439
X,1051202
X,1051404
X,1052100
X,1051481
X,1051249
X,1051438
X,1051398
X,1051983
X,1051429
X,1051241
X,1051429
X,1051631
X,1051368
X,1051369
X,1052081
X,1050969
X,1051273
X,1051514
X,1051252
X,1051291
X,1051340
X,1051680
X,1051479
X,1051276
X,1051407
X,1051303
X,1051230
X,1052454
X,1051578
X,1051467
X,1051214
X,1051333
X,1051252
X,1051368
X,1051863
X,1051292
X,1051498
X,1052089
X,1051837
X,1051448
X,1051793
X,1051346
X,1052177
X,1051543
X,1051394
X,1051525
X,1051195
X,1052596
X,1050876
X,1050892
X,1051753
X,1051579
X,1051379
X,1051361
X,1051293
X,1052786
X,1051717
X,1051289
X,1051500
X,1051003
X,1051746
X,1051239
X,1051347
X,1051336
X,1052445
X,1051341
X,1051367
X,1051325
X,1051319
X,1052598
X,1051765
X,1051351
X,1051596
X,1051365
X,1051566
X,1052750
X,1051275
X,1051531
X,1051620
X,1051575
X,1051196
X,1052630
X,1051286
X,1051130
X,1051663
X,1051398
X,1051440
X,1052527
X,1051210
X,1051470
X,1051458
X,1051338
X,1051747
X,1051252
X,1051338
X,1051399
X,1051188
X,1052451
X,1051165
X,1051286
X,1051317
X,1051403
X,1052438
X,1051416
X,1051715
X,1051238
X,1052978
X,1051396
X,1051206
X,1051265
X,1051239
X,1051546
X,1052277
X,1051304
X,1051832
X,1051249
X,1051479
X,1051240
X,1051335
X,1051296
X,1051393
X,1051372
X,1051412
X,1051238
X,1051359
X,1051285
X,1052579
X,1051435
X,1051365
X,1051348
X,1052170
X,1051739
X,1051234
X,1051411
X,1052170
X,1051278
X,1051275
X,1051224
X,1051644
X,1052202
X,1051238
X,1051379
X,1051476
X,1051356
X,1051891
X,1051306
X,1051388
X,1051262
X,1051419
X,1051337
X,1051887
X,1051357
X,1051808
X,1051342
X,1051209
X,1051223
X,1051608
X,1051325
X,1051294
X,1051291
X,1051308
X,1051236
X,1051222
X,1051181
X,1051877
X,1051350
X,1051192
X,1051485
X,1051383
X,1051354
X,1051442
X,1051472
X,1051569
X,1052259
X,1051384
X,1051296
X,1051390
X,1051180
X,1051061
X,1051508
X,1051645
X,1051233
X,1051301
X,1051397
X,1051852
X,1051279
X,1051245
X,1051835
X,1051692
X,1051262
X,1051402
X,1051821
X,1051347
X,1051394
X,1051632
X,1051176
X,1052696
X,1051140
X,1051154
X,1051357
X,1051284
X,1052556
X,1051630
X,1051290
X,1051363
X,1051417
X,1051273
X,1051380
X,1051327
X,1051084
X,1051429
X,1051465
X,1051751
X,1053385
X,1051413
X,1051340
X,1051438
X,1051168
X,1051813
X,1051395
X,1051635
X,1051429
X,1051304
X,1051619
X,1051187
X,1051314
X,1052469
X,1051605
X,1051315
X,1052116
X,1053373
X,1051127
X,1051195
X,1051519
X,1056615
X,1051692
X,1051303
X,1051449
X,1051419
X,1051710
X,1051542
X,1051424
X,1052044
X,1051194
X,1051428
X,1051250
X,1051331
X,1051931
X,1051656
X,1051375
X,1051252
X,1051677
X,1051267
X,1051619
X,1051201
X,1051571
X,1051342
X,1051380
X,1051315
X,1051111
X,1051302
X,1051447
X,1051508
X,1051232
X,1051438
X,1051123
X,1051326
X,1051258
X,1051940
X,1051341
X,1051383
X,1051516
X,1051543
X,1051222
X,1051537
X,1051244
X,1051073
X,1051408
X,1051700
X,1051585
X,1051275
X,1051466
X,1051601
X,1051312
X,1051440
X,1051791
X,1055080
X,1051391
X,1051248
X,1051618
X,1052236
X,1051147
X,1051188
X,1051533
X,1051485
X,1051240
X,1050966
X,1051453
X,1051409
X,1051255
X,1052285
X,1051277
X,1051310
X,1051427
X,1051366
X,1051173
X,1051132
X,1051995
X,1051403
X,1051608
X,1051314
X,1051233
X,1051715
X,1051198
X,1052547
X,1051299
X,1051887
X,1052420
X,1051813
X,1051427
X,1051428
X,1053882
X,1052038
X,1051303
X,1052006
X,1051357
X,1051140
X,1051141
X,1051440
X,1052855
X,1051440
X,1051492
X,1051278
X,1052228
X,1051213
X,1052681
X,1051421
X,1051279
X,1051020
X,1051407
X,1051367
X,1051338
X,1051307
X,1051365
X,1051290
X,1052383
X,1051207
X,1051528
X,1051358
X,1052324
X,1052068
X,1051267
X,1051376
X,1051219
X,1051486
X,1051396
X,1052175
X,1051389
X,1051388
X,1051360
X,1051430
X,1052803
X,1051429
X,1051365
X,1051310
X,1051199
X,1051370
X,1051569
X,1051673
X,1051353
X,1051416
X,1052497
X,1051340
X,1051263
X,1051271
X,1051283
X,1051407
X,1051372
X,1051219
X,1051249
X,1051187
X,1051325
X,1051197
X,1051633
X,1051328
X,1052420
X,1051488
X,1051358
X,1051291
X,1051428
X,1051582
X,1051258
X,1051167
X,1051254
X,1051298
X,1051243
X,1051321
X,1052657
X,1051354
X,1052128
X,1051629
X,1051224
X,1051482
X,1051264
X,1051100
X,1051344
X,1051215
X,1051541
X,1051476
X,1051446
X,1051570
X,1051202
X,1051501
X,1051659
X,1051420
X,1051725
X,1052077
X,1051700
X,1051335
X,1051398
X,1051207
X,1051451
X,1052547
X,1051739
X,1051393
X,1052718
X,1051595
X,1050913
X,1051238
X,1051326
X,1051227
X,1051254
X,1052494
X,1051374
X,1051318
X,1052719
X,1051287
X,1051215
X,1051283
X,1051251
X,1053514
X,1052144
X,1051235
X,1051336
X,1051366
X,1051389
X,1051438
X,1051269
X,1051357
X,1051322
X,1051279
X,1051311
X,1051359
X,1051367
X,1051204
X,1051345
X,1051646
X,1051542
X,1052441
X,1051237
X,1051371
X,1051337
X,1051229
X,1052157
X,1051404
X,1051452
X,1051295
X,1051462
X,1051310
X,1052244
X,1052693
X,1051298
X,1051531
X,1051504
X,1051437
X,1050991
X,1051255
X,1051945
X,1051472
X,1051565
X,1051742
X,1051195
X,1051661
X,1052161
X,1051276
X,1051433
X,1051543
X,1051457
X,1051314
X,1051752
X,1051486
X,1051337
X,1051191
X,1051295
X,1051230
X,1051616
X,1051745
X,1051386
X,1051550
X,1051329
X,1052390
X,1051479
X,1051404
X,1051381
X,1051171
X,1051505
X,1052209
X,1051445
X,1051504
X,1051397
X,1051497
X,1051403
X,1051465
X,1051359
X,1051420
X,1051360
X,1050962
X,1051326
X,1051037
X,1051037
X,1051207
X,1051343
X,1052405
X,1052794
X,1050950
X,1051444
X,1051607
X,1051486
X,1051374
X,1052728
X,1051735
X,1051337
X,1051641
X,1052758
X,1051009
X,1051566
X,1051564
X,1051460
X,1052326
X,1051333
X,1051337
X,1051287
X,1051531
X,1051345
X,1051363
X,1051184
X,1051195
X,1051506
X,1051857
X,1051194
X,1051429
X,1051801
X,1051915
X,1051239
X,1051465
X,1051631
X,1051388
X,1051421
X,1052205
X,1051456
X,1051387
X,1051200
X,1052171
X,1051050
X,1051245
X,1051474
X,1051298
X,1051151
X,1051260
X,1051418
X,1051389
X,1051216
X,1052411
X,1051295
X,1051333
X,1051255
X,1051391
X,1052018
X,1052131
X,1051433
X,1051204
X,1051777
X,1051301
X,1051414
X,1051385
X,1051667
X,1051618
X,1052101
X,1051273
X,1051362
X,1051264
X,1051474
X,1051343
X,1051272
X,1051108
X,1051275
X,1051349
X,1051370
X,1050914
X,1051441
X,1051327
X,1051341
X,1051380
X,1051355
X,1051441
X,1051371
X,1051553
X,1051422
X,1051141
X,1050981
X,1051117
X,1051495
X,1051271
X,1051121
X,1051388
X,1052234
X,1052173
X,1051351
X,1051682
X,1052448
X,1052384
X,1051387
X,1051579
X,1052411
X,1051617
X,1051418
X,1051460
X,1051073
X,1051251
X,1051442
X,1051472
X,1052488
X,1051316
X,1051743
X,1051425
X,1051460
X,1051302
X,1052533
X,1051355
X,1051401
X,1051391
X,1051731
X,1051755
X,1051535
X,1051406
X,1051173
X,1051313
X,1051365
X,1052893
X,1051461
X,1051267
X,1051329
X,1051515
X,1054823
X,1051231
X,1051493
X,1051375
X,1051408
X,1052731
X,1051316
X,1051311
X,1051608
X,1052223
X,1052007
X,1052702
X,1051716
X,1051257
X,1051553
X,1051280
X,1051251
X,1052834
X,1051477
X,1051275
X,1051454
X,1051456
X,1051186
X,1052744
X,1052202
X,1051372
X,1051348
X,1051530
X,1052582
X,1051544
X,1051282
X,1051091
X,1051306
X,1051924
X,1051272
X,1051218
X,1051296
X,1051997
X,1052249
X,1051956
X,1051460
X,1051251
X,1051794
X,1052007
X,1051404
X,1051386
X,1051290
X,1051911
X,1051644
X,1051130
X,1052074
X,1051232
X,1051423
X,1051751
X,1051046
X,1051471
X,1051417
X,1051299
X,1051407
X,1051676
X,1051661
X,1051399
X,1051419
X,1051344
X,1051337
X,1051309
X,1051310
X,1051351
X,1051249
X,1051236
X,1051469
X,1051363
X,1051938
X,1051434
X,1051308
X,1051210
X,1051481
X,1051260
X,1052094
X,1051782
X,1051743
X,1052184
X,1051493
X,1051197
X,1051321
X,1052181
X,1051543
X,1051340
X,1051272
X,1051372
X,1051321
X,1052456
X,1051254
X,1052300
X,1051419
X,1051231
X,1051343
X,1052043
X,1051495
X,1051394
X,1051359
X,1051206
X,1051207
X,1051448
X,1051226
X,1051576
X,1051260
X,1050912
X,1051376
X,1051106
X,1051282
X,1052595
X,1051278
X,1051218
X,1051334
X,1051080
X,1051869
X,1052168
X,1051253
X,1051142
X,1051243
X,1051138
X,1051637
X,1052731
X,1051646
X,1051534
X,1051362
X,1051403
X,1051270
X,1052637
X,1051570
X,1051342
X,1051363
X,1052318
X,1054035
X,1051585
X,1051245
X,1051518
X,1051308
X,1051405
X,1051808
X,1051192
X,1051944
X,1052176
X,1051827
X,1051580
X,1051238
X,1051688
X,1053008
X,1051746
X,1051650
X,1051427
X,1051191
X,1051524
X,1051671
X,1051972
X,1051167
X,1051237
X,1051398
X,1051153
X,1052677
X,1051648
X,1051367
X,1051310
X,1051709
X,1052011
X,1051461
X,1051125
X,1051403
X,1051261
X,1051249
X,1052233
X,1051531
X,1051550
X,1051370
X,1051433
X,1051441
X,1051340
X,1051202
X,1051251
X,1051535
X,1052677
X,1051376
X,1051313
X,1051265
X,1051624
X,1051431
X,1051271
X,1051270
X,1051358
X,1051530
X,1051269
X,1051357
X,1051289
X,1051309
X,1051343
X,1051409
X,1051411
X,1051596
X,1051347
X,1051063
X,1051243
X,1051772
X,1051578
X,1051587
X,1051559
X,1051247
X,1051452
X,1051250
X,1051485
X,1051365
X,1051382
X,1051306
X,1051586
X,1052113
X,1051621
X,1051366
X,1051675
X,1051198
X,1051266
X,1051423
X,1051548
X,1051820
X,1051591
X,1051343
X,1051259
X,1052313
X,1051714
X,1051705
X,1052296
X,1051341
X,1051437
X,1051400
X,1051365
X,1052323
X,1051352
X,1052330
X,1054191
X,1052103
X,1052139
X,1051543
X,1052592
X,1051997
X,1051675
X,1051266
X,1051726
X,1051297
X,1051121
X,1051384
X,1051371
X,1051351
X,1052607
X,1051331
X,1051304
X,1052737
X,1051433
X,1051413
X,1051286
X,1051591
X,1051389
X,1051264
X,1051351
X,1052126
X,1051454
X,1051356
X,1051589
X,1051586
X,1051388
X,1051334
X,1051225
X,1051335
X,1053406
X,1051719
X,1051326
X,1051838
X,1051354
X,1051411
X,1052220
X,1052366
X,1052141
X,1051260
X,1051336
X,1051477
X,1051865
X,1051670
X,1051455
X,1051981
X,1051315
X,1052303
X,1051461
X,1052232
X,1051040
X,1051394
X,1051395
X,1052400
X,1051347
X,1051776
X,1051748
X,1051374
X,1051521
X,1051365
X,1051699
X,1051477
X,1051346
X,1051577
X,1052236
X,1051435
X,1051334
X,1051453
X,1051987
X,1051558
X,1051184
X,1051395
X,1051314
X,1051450
X,1052574
X,1051513
X,1051541
X,1051829
X,1051601
X,1051325
X,1051282
X,1052181
X,1051518
X,1051269
X,1051497
X,1051510
X,1051369
X,1051403
X,1051612
X,1051172
