V1,V2
X,1125892.0
Y,1102332.0
Y,1201484.0
Y,920408.0
Y,998029.0
Y,1182933.0
Y,972299.0
Y,1076151.0
Y,1326966.0
Y,1081262.0
Y,922658.0
X,1250935.0
X,985820.0
Y,1049530.0
Y,1264854.0
X,1014980.0
Y,1163913.0
X,1322746.0
X,1195933.0
Y,1027650.0
X,1132973.0
Y,1026820.0
Y,921579.0
X,1229485.0
Y,1458099.0
Y,1149273.0
Y,1256805.0
X,1131242.0
X,1150893.0
X,1187133.0
Y,1330896.0
Y,1039481.0
Y,1339637.0
X,1093431.0
X,934128.0
Y,995249.0
X,1018630.0
X,1148233.0
Y,1183853.0
Y,1047991.0
Y,1010220.0
Y,915579.0
X,1119872.0
Y,859967.0
X,1409798.0
Y,1026411.0
X,890408.0
X,1161113.0
Y,1208594.0
X,1519550.0
Y,1006419.0
X,1074522.0
X,1072961.0
Y,1023240.0
X,1135012.0
Y,1151303.0
X,1112641.0
X,1348746.0
Y,952679.0
X,1151833.0
Y,1144672.0
X,991319.0
X,891477.0
X,972820.0
Y,1427708.0
X,1089241.0
X,1018480.0
X,1149332.0
Y,886928.0
Y,1111653.0
X,897768.0
X,1226604.0
X,1268094.0
X,1192054.0
Y,826866.0
X,891428.0
X,904618.0
X,968589.0
Y,860237.0
X,891887.0
X,1008359.0
X,1034251.0
Y,914008.0
Y,863837.0
X,1069591.0
X,928408.0
Y,852317.0
X,986849.0
X,1050581.0
X,867307.0
X,857097.0
Y,1140042.0
X,889388.0
Y,964279.0
X,1002370.0
X,1275715.0
Y,1178464.0
X,1008930.0
Y,919858.0
X,854066.0
Y,1172673.0
X,896338.0
X,985319.0
X,941418.0
X,988519.0
X,1204343.0
X,851156.0
X,985950.0
Y,962459.0
X,966419.0
Y,975659.0
Y,909438.0
Y,912298.0
Y,828696.0
X,892427.0
Y,1150582.0
Y,861457.0
Y,885268.0
X,882927.0
X,983510.0
Y,883568.0
X,981140.0
X,1053291.0
X,1180954.0
X,904318.0
Y,1292446.0
X,1036861.0
X,879207.0
X,870927.0
X,908238.0
X,1006740.0
Y,852107.0
Y,979959.0
X,1052961.0
X,887998.0
Y,963969.0
Y,1107462.0
Y,854457.0
X,876777.0
Y,967049.0
X,931118.0
Y,875338.0
X,1005130.0
X,1293626.0
X,874627.0
Y,952329.0
Y,1015650.0
X,1101612.0
Y,864407.0
X,854087.0
Y,893597.0
X,1131722.0
X,947728.0
X,997599.0
Y,952839.0
Y,875468.0
Y,1137082.0
X,1002089.0
X,867397.0
X,902097.0
X,971160.0
Y,863607.0
Y,916278.0
X,1160073.0
Y,978489.0
Y,1188103.0
Y,1010250.0
X,1003850.0
X,1061121.0
X,883068.0
Y,912788.0
X,1101772.0
X,882647.0
Y,932379.0
Y,1079891.0
Y,1015860.0
Y,882587.0
X,904558.0
X,1004550.0
X,962119.0
X,881308.0
X,943899.0
X,906348.0
X,908328.0
X,1019820.0
X,894977.0
Y,1004330.0
Y,841836.0
Y,1080711.0
X,966959.0
Y,1226844.0
X,1002249.0
X,907028.0
Y,958349.0
Y,862217.0
X,875438.0
Y,1061531.0
X,892598.0
X,966550.0
X,991329.0
Y,1017800.0
Y,865237.0
Y,884228.0
X,974390.0
Y,1108011.0
X,895368.0
X,1053790.0
X,918178.0
X,886108.0
X,989529.0
Y,890618.0
Y,939719.0
Y,829116.0
Y,974560.0
X,1003999.0
X,966149.0
X,864677.0
X,1225964.0
X,1020160.0
Y,848327.0
Y,1121602.0
X,884227.0
Y,955609.0
X,972600.0
X,1181133.0
Y,985210.0
X,857228.0
X,994879.0
X,945738.0
X,875707.0
Y,1047101.0
Y,1161553.0
Y,915968.0
Y,854946.0
X,1027400.0
Y,956569.0
X,985680.0
Y,863907.0
X,978520.0
Y,1186813.0
Y,860027.0
X,1012200.0
Y,889888.0
Y,983660.0
X,869137.0
Y,972120.0
Y,993710.0
X,860487.0
Y,1145713.0
X,1039741.0
X,1382507.0
X,895958.0
X,991009.0
X,1017900.0
Y,859657.0
X,1166373.0
Y,1010210.0
X,949809.0
Y,1022140.0
Y,1025691.0
X,1018140.0
Y,862277.0
Y,983039.0
X,977880.0
X,1017800.0
Y,914248.0
Y,982219.0
X,1346637.0
X,859957.0
X,962609.0
X,943039.0
Y,882797.0
X,1051551.0
X,1044050.0
X,903468.0
X,843927.0
X,1000790.0
X,1141373.0
X,900617.0
Y,964369.0
X,981879.0
Y,1017320.0
Y,862457.0
X,997870.0
Y,1398968.0
X,931628.0
Y,976279.0
Y,977509.0
X,1121892.0
X,875857.0
Y,971249.0
X,1083001.0
Y,842487.0
Y,1009379.0
Y,1044661.0
Y,1006309.0
Y,956118.0
Y,1182243.0
Y,1052701.0
X,966779.0
Y,998580.0
X,985379.0
Y,1133113.0
Y,904887.0
X,1067001.0
Y,1044050.0
X,972239.0
X,903558.0
Y,1624932.0
X,906508.0
Y,1172703.0
X,1043280.0
Y,1006740.0
Y,924868.0
X,991190.0
X,913148.0
X,1085742.0
Y,897427.0
Y,1020710.0
Y,998930.0
Y,878247.0
X,1000100.0
Y,908528.0
Y,888538.0
X,914108.0
X,1015420.0
X,1363487.0
Y,918808.0
Y,1024760.0
Y,1151303.0
Y,946539.0
X,878037.0
X,974420.0
Y,1019540.0
X,893348.0
Y,1024670.0
X,1217944.0
X,971579.0
X,1021980.0
Y,1212784.0
X,995539.0
X,910398.0
Y,1013340.0
Y,986619.0
Y,1192414.0
X,978309.0
X,1070221.0
Y,922738.0
Y,899147.0
X,918628.0
X,1002599.0
X,935658.0
X,1016190.0
X,1071191.0
X,929238.0
X,1075841.0
X,1124252.0
X,998640.0
X,928448.0
Y,1004690.0
X,1023430.0
Y,915888.0
Y,926418.0
Y,1026711.0
X,1025920.0
X,974959.0
X,917238.0
X,1056641.0
Y,942539.0
X,1002529.0
X,1015980.0
Y,865287.0
X,1010910.0
X,1025950.0
Y,1045781.0
X,916418.0
X,1005429.0
Y,956668.0
X,922618.0
Y,1199454.0
X,1039040.0
Y,873037.0
Y,918888.0
X,1033590.0
X,978089.0
Y,951108.0
Y,940759.0
X,1067092.0
X,924528.0
X,921078.0
X,1294626.0
X,1348197.0
X,961539.0
X,936398.0
Y,913038.0
Y,882908.0
X,953649.0
X,919989.0
X,1034881.0
X,936998.0
Y,966119.0
Y,1046380.0
X,923278.0
X,1007810.0
X,920928.0
X,925158.0
X,910048.0
Y,939098.0
X,1021100.0
X,910448.0
Y,905958.0
X,1061761.0
Y,1016190.0
Y,900938.0
Y,1061281.0
X,1124612.0
Y,1059611.0
Y,928718.0
Y,917148.0
X,972579.0
Y,893128.0
X,1015300.0
Y,897148.0
X,967769.0
Y,1029140.0
X,925578.0
Y,928368.0
Y,979839.0
Y,1028710.0
Y,962459.0
X,1006009.0
X,931669.0
X,1030310.0
Y,984399.0
Y,956589.0
X,920989.0
Y,913818.0
X,898978.0
Y,962319.0
Y,922618.0
Y,1026330.0
Y,925779.0
X,930628.0
X,1037071.0
Y,929119.0
X,918968.0
Y,1018450.0
X,1019091.0
Y,922399.0
X,956849.0
X,935178.0
Y,1244725.0
X,1035730.0
X,999810.0
X,893608.0
X,973929.0
X,1067721.0
X,935879.0
Y,903038.0
X,1029161.0
X,964299.0
Y,942009.0
Y,906728.0
X,922238.0
X,958539.0
X,905247.0
X,994290.0
Y,907358.0
X,904327.0
X,975289.0
X,950129.0
Y,1079251.0
Y,913778.0
X,1014000.0
X,1046430.0
Y,898558.0
X,965080.0
X,921558.0
Y,1066361.0
Y,907448.0
X,1038801.0
X,1031030.0
X,907017.0
Y,897978.0
Y,1091702.0
Y,1047750.0
X,920187.0
Y,989070.0
Y,913698.0
Y,929639.0
X,1024360.0
X,958789.0
X,1200674.0
Y,906988.0
Y,912118.0
X,987420.0
Y,890968.0
X,1053031.0
Y,1229204.0
Y,907677.0
Y,895028.0
X,941308.0
X,1058311.0
X,917108.0
X,925818.0
X,1005830.0
X,928708.0
Y,989150.0
Y,1042871.0
Y,911657.0
X,897387.0
X,995020.0
X,983429.0
X,1025900.0
X,968209.0
Y,1051361.0
Y,934129.0
X,935888.0
X,1004610.0
X,996940.0
X,905748.0
X,915258.0
X,1018560.0
Y,1081051.0
X,933589.0
Y,1183823.0
X,1144333.0
X,970769.0
Y,1032140.0
Y,1022190.0
Y,923578.0
X,1065130.0
Y,1040830.0
Y,1050040.0
X,888297.0
X,911638.0
X,1056221.0
Y,903247.0
X,1018191.0
X,1102621.0
Y,979639.0
Y,956599.0
X,1036511.0
X,1066021.0
Y,897228.0
X,1354447.0
X,1104721.0
X,934978.0
X,1016510.0
Y,1025440.0
Y,928798.0
Y,938409.0
X,1064341.0
Y,1192434.0
Y,900628.0
X,1007430.0
X,1056611.0
Y,922858.0
Y,1022891.0
X,1142082.0
Y,894967.0
X,1036901.0
Y,1019160.0
Y,1035700.0
X,901698.0
X,957999.0
Y,984390.0
X,935909.0
Y,1043431.0
X,1056961.0
X,1011980.0
Y,956189.0
Y,1026711.0
X,1054881.0
X,930228.0
Y,1009980.0
X,1003880.0
Y,960438.0
Y,1018050.0
Y,1036720.0
Y,1112371.0
X,918218.0
Y,1129162.0
X,1017000.0
Y,898168.0
Y,906288.0
Y,922168.0
X,1048350.0
X,998769.0
Y,1246255.0
X,948969.0
X,886547.0
Y,1244764.0
Y,988280.0
X,924099.0
Y,951288.0
X,912748.0
Y,1018011.0
X,907167.0
X,1141243.0
X,940059.0
X,887137.0
X,959879.0
X,1043450.0
Y,963749.0
X,956919.0
X,1209014.0
X,1055561.0
Y,918758.0
Y,1000830.0
Y,890968.0
X,897128.0
Y,955559.0
X,1076851.0
Y,1030500.0
Y,902128.0
X,1009570.0
Y,1039971.0
X,928328.0
Y,909288.0
Y,1037940.0
Y,950748.0
Y,955668.0
X,1039671.0
X,1126912.0
X,913168.0
X,1109232.0
Y,992239.0
Y,891727.0
X,960059.0
X,1088852.0
Y,1088702.0
X,888128.0
Y,991890.0
X,991789.0
X,914928.0
X,1036920.0
X,1071921.0
Y,1037300.0
Y,963519.0
X,1036611.0
X,1050580.0
Y,886097.0
Y,987769.0
X,999060.0
X,903988.0
Y,1013809.0
Y,1033621.0
Y,1045870.0
Y,924828.0
X,977939.0
Y,938979.0
X,1263205.0
X,1054290.0
Y,1010560.0
Y,919808.0
X,1033711.0
X,1048501.0
X,1233634.0
X,955329.0
X,1012700.0
X,974619.0
Y,896637.0
Y,1003110.0
X,1010840.0
X,925798.0
Y,958868.0
Y,1222994.0
Y,1009349.0
Y,883908.0
X,991529.0
Y,1004680.0
X,907058.0
Y,879157.0
Y,855447.0
Y,961759.0
X,915328.0
Y,990390.0
Y,1013630.0
Y,951369.0
Y,1099381.0
Y,1093102.0
X,1060241.0
X,957259.0
Y,968649.0
X,916858.0
Y,887747.0
Y,1052021.0
X,1120962.0
Y,951348.0
X,899878.0
Y,986209.0
Y,890438.0
Y,852657.0
Y,1008231.0
Y,1050810.0
Y,1145512.0
Y,889238.0
Y,1008920.0
X,1426819.0
Y,903097.0
X,880387.0
Y,990719.0
Y,957469.0
X,1018080.0
X,1026070.0
X,1129972.0
Y,1035731.0
Y,1010120.0
Y,721084.0
X,919698.0
X,1017730.0
X,1029270.0
Y,999949.0
Y,948558.0
X,1026341.0
Y,1029910.0
X,907848.0
X,1054321.0
Y,907398.0
X,906748.0
X,1017980.0
X,953769.0
X,1096242.0
X,900717.0
Y,1030990.0
X,1036180.0
Y,898697.0
Y,992830.0
Y,1270315.0
Y,900748.0
X,951739.0
X,1250975.0
X,1038731.0
X,989449.0
Y,1092101.0
Y,967619.0
X,1069891.0
Y,1002480.0
X,1013710.0
X,894137.0
Y,931098.0
Y,1016289.0
Y,1341416.0
X,981569.0
Y,1211834.0
X,1437779.0
X,894588.0
Y,1333697.0
X,1192394.0
Y,1193974.0
Y,1206663.0
X,938339.0
X,1066601.0
Y,1039151.0
Y,1356857.0
Y,910778.0
X,970339.0
Y,1282526.0
Y,905588.0
Y,1040711.0
Y,1091912.0
Y,910928.0
Y,1053250.0
X,980479.0
X,1043501.0
X,900598.0
Y,971019.0
Y,1117292.0
Y,897268.0
X,1048360.0
Y,922038.0
X,1187623.0
Y,980869.0
Y,1233085.0
X,1047561.0
X,891827.0
X,1020250.0
X,1280376.0
X,999839.0
X,1011460.0
Y,1263415.0
X,961759.0
Y,1021331.0
X,1099372.0
X,1150323.0
Y,1034031.0
X,1179384.0
Y,998289.0
Y,1013720.0
X,941938.0
Y,1029300.0
X,1031360.0
X,1271855.0
X,1348557.0
X,936838.0
Y,973069.0
X,1079512.0
Y,981809.0
Y,1008340.0
Y,1194414.0
X,944939.0
Y,977099.0
Y,1027370.0
X,1191643.0
Y,1049401.0
Y,1197153.0
X,1048210.0
Y,911118.0
X,970709.0
Y,971270.0
Y,902998.0
X,985149.0
X,1038511.0
Y,1214423.0
Y,894038.0
X,1158183.0
X,1101632.0
Y,923328.0
X,1015110.0
Y,902317.0
X,858047.0
X,1053961.0
Y,1325116.0
Y,896127.0
Y,963279.0
X,985469.0
Y,1042321.0
Y,930698.0
X,1192054.0
Y,1245175.0
X,1016420.0
Y,1018080.0
X,991200.0
Y,922128.0
X,993810.0
X,1290966.0
X,1180473.0
X,974770.0
X,1086372.0
Y,1229365.0
X,953539.0
Y,1268025.0
X,1061911.0
Y,898048.0
Y,969729.0
Y,1169813.0
X,988159.0
Y,1160963.0
Y,969379.0
X,930408.0
X,920318.0
Y,1236355.0
X,1374387.0
X,1207834.0
X,1043340.0
X,1091542.0
Y,1138392.0
Y,1233555.0
X,980139.0
X,1111481.0
Y,1058981.0
X,1233034.0
X,957789.0
Y,1206894.0
Y,1228514.0
Y,910188.0
X,1092442.0
Y,1270805.0
Y,883028.0
X,1014020.0
Y,1034990.0
X,1030540.0
X,964859.0
X,1014780.0
Y,1112682.0
Y,997029.0
Y,1280115.0
X,1174503.0
X,980269.0
X,1020540.0
X,1029860.0
X,969869.0
Y,971940.0
X,934439.0
X,972010.0
X,1045800.0
X,1034770.0
X,1247615.0
X,1016990.0
X,1017190.0
X,1253184.0
Y,919238.0
X,1120052.0
X,999539.0
X,973119.0
Y,976669.0
X,1091781.0
Y,888898.0
X,935079.0
X,1989679.0
X,980329.0
Y,976560.0
Y,1023080.0
Y,988360.0
Y,969909.0
Y,920198.0
X,1087961.0
X,976669.0
X,985810.0
Y,931708.0
Y,858007.0
Y,963419.0
X,1088742.0
Y,1137003.0
Y,957148.0
Y,994060.0
Y,986519.0
X,929949.0
X,1016640.0
Y,986320.0
X,1185153.0
Y,892818.0
X,1111362.0
Y,1066641.0
Y,955789.0
X,995680.0
X,1058811.0
X,913718.0
X,1059441.0
X,1036690.0
Y,989390.0
Y,1069121.0
X,1067821.0
Y,1022910.0
X,919958.0
Y,986379.0
Y,904398.0
X,918138.0
Y,1090491.0
X,1005170.0
X,990889.0
X,977229.0
X,915128.0
X,1094422.0
Y,911798.0
X,1015090.0
Y,1262975.0
Y,941679.0
Y,961179.0
Y,1162273.0
Y,928018.0
X,1033960.0
X,1101532.0
Y,1033291.0
X,934828.0
X,977799.0
Y,974759.0
Y,892278.0
X,1002790.0
Y,1034700.0
Y,1050541.0
Y,909428.0
X,946169.0
Y,956198.0
Y,946508.0
X,1074691.0
Y,1058021.0
Y,944109.0
Y,880987.0
Y,1023911.0
X,1097281.0
Y,912838.0
Y,1006750.0
Y,952379.0
X,911338.0
Y,885638.0
Y,988280.0
X,1071281.0
X,920298.0
Y,983650.0
Y,1006179.0
X,895908.0
X,892698.0
X,1039290.0
Y,1082511.0
X,915828.0
Y,1050151.0
Y,930218.0
X,961719.0
X,997179.0
X,1038900.0
Y,960459.0
Y,936929.0
Y,1283975.0
X,1099052.0
Y,994120.0
X,1447388.0
Y,1054691.0
X,901808.0
X,993719.0
Y,1011660.0
Y,946688.0
X,1000559.0
Y,1010950.0
X,1094812.0
X,914658.0
X,921019.0
X,1004230.0
Y,957759.0
Y,1014920.0
Y,1179223.0
X,980590.0
X,946918.0
Y,1044521.0
Y,1084841.0
Y,913368.0
X,969419.0
X,921088.0
Y,946829.0
Y,966329.0
X,1058491.0
Y,1023290.0
Y,881198.0
X,967799.0
Y,1087842.0
X,899948.0
X,1023070.0
X,1029640.0
Y,1034991.0
X,927818.0
Y,1281805.0
X,1008350.0
Y,907658.0
Y,982959.0
X,997029.0
X,959049.0
X,1270095.0
Y,991380.0
Y,986699.0
X,977100.0
Y,1005740.0
X,1098291.0
Y,878678.0
X,1007930.0
Y,986030.0
X,888957.0
X,965629.0
X,1105202.0
Y,1288826.0
X,913198.0
X,1067521.0
X,1096871.0
X,910398.0
Y,1368667.0
Y,1434009.0
Y,928788.0
X,1025621.0
Y,1038440.0
Y,930818.0
X,961599.0
X,1042851.0
Y,1045610.0
Y,961269.0
X,1047401.0
X,1044670.0
X,891318.0
Y,1176963.0
Y,1032140.0
X,937009.0
Y,1006690.0
Y,1094332.0
Y,939868.0
Y,913778.0
X,1019420.0
Y,954849.0
X,925698.0
X,1007880.0
X,1019160.0
X,1150182.0
X,993489.0
X,1128263.0
Y,1062821.0
Y,1006750.0
X,1060241.0
X,1022710.0
Y,1064941.0
X,909067.0
Y,939019.0
X,986580.0
Y,1060941.0
X,1016410.0
Y,1146312.0
Y,966979.0
Y,1033380.0
X,1089182.0
X,1121032.0
Y,965329.0
Y,1130682.0
Y,932649.0
X,952449.0
X,1442049.0
X,881407.0
X,1072771.0
Y,963869.0
X,1055581.0
X,962409.0
Y,1038800.0
X,1049631.0
Y,931618.0
Y,1006700.0
X,1189994.0
X,1046751.0
Y,969080.0
X,1452139.0
Y,994010.0
Y,981120.0
X,1162412.0
Y,1039261.0
X,960359.0
X,1192014.0
X,1029941.0
X,893218.0
X,1038690.0
Y,1172694.0
X,925538.0
Y,895217.0
Y,1297366.0
Y,1056801.0
X,976769.0
Y,1028471.0
X,1265595.0
Y,890107.0
X,969089.0
Y,1372337.0
X,846197.0
X,987479.0
Y,1182564.0
Y,927459.0
Y,1291216.0
Y,1033920.0
X,1052701.0
X,1041171.0
X,1061411.0
X,1072191.0
Y,902918.0
X,1116713.0
X,1058901.0
Y,1225154.0
Y,1090341.0
X,1038450.0
X,950589.0
Y,1003940.0
X,1029890.0
Y,983209.0
Y,1052311.0
Y,1037890.0
X,1201234.0
Y,951698.0
X,1031520.0
Y,1393397.0
X,920158.0
X,983139.0
X,1063691.0
X,898888.0
Y,1057981.0
X,1215204.0
Y,917999.0
Y,962269.0
X,1040781.0
Y,1067201.0
X,932638.0
X,1126452.0
Y,1142473.0
Y,1063261.0
Y,1060441.0
X,1031251.0
X,1051641.0
Y,988539.0
X,994289.0
X,1016990.0
Y,991429.0
Y,1045841.0
X,1059421.0
Y,1047681.0
Y,892518.0
X,1019720.0
Y,937898.0
X,967819.0
Y,1002520.0
X,1308776.0
X,1098021.0
Y,1032021.0
Y,1026910.0
X,1048241.0
X,1425849.0
X,1143563.0
X,941269.0
Y,902258.0
Y,1110841.0
X,914998.0
Y,1023260.0
Y,1032551.0
Y,932338.0
Y,885888.0
Y,1233005.0
Y,1024021.0
X,915468.0
Y,995740.0
X,1087471.0
Y,833357.0
Y,1247665.0
Y,1037280.0
Y,1008630.0
Y,1073981.0
Y,1031450.0
Y,895718.0
X,1059501.0
Y,1006610.0
Y,1067191.0
Y,1045531.0
X,1052510.0
X,1008230.0
X,922769.0
Y,1052861.0
Y,1016030.0
X,1199184.0
Y,969159.0
X,1167993.0
X,1172434.0
X,869037.0
Y,941009.0
X,1000160.0
X,1004040.0
X,1059591.0
X,1033041.0
X,1143222.0
Y,899938.0
X,1093702.0
Y,1022410.0
X,927179.0
X,999690.0
X,1075581.0
X,975859.0
Y,905058.0
Y,1230765.0
Y,1082232.0
X,1021240.0
Y,937838.0
X,1267685.0
Y,959709.0
Y,1130802.0
X,1207474.0
Y,914138.0
Y,1022471.0
X,1387948.0
Y,946019.0
Y,934839.0
X,1266645.0
X,900587.0
Y,1113002.0
Y,1024700.0
X,1209464.0
Y,1177933.0
X,963879.0
X,1070512.0
Y,907798.0
X,1002639.0
X,975719.0
X,911318.0
X,1263225.0
X,1006150.0
X,1220834.0
Y,1039360.0
X,1216814.0
Y,886308.0
Y,1186183.0
Y,1037471.0
X,1053051.0
Y,917349.0
Y,1303595.0
X,1319186.0
Y,904327.0
X,915678.0
X,1038150.0
Y,959159.0
X,1021701.0
Y,1182653.0
X,982759.0
Y,963799.0
X,1026100.0
X,1114572.0
X,925758.0
Y,1317996.0
Y,1176293.0
Y,885577.0
X,1083531.0
X,1055801.0
Y,1101392.0
X,1006300.0
X,1063541.0
Y,955939.0
Y,1331836.0
X,993529.0
Y,957199.0
X,1003480.0
X,1043991.0
Y,1056861.0
X,944168.0
Y,956949.0
X,1114952.0
X,919787.0
X,1019020.0
Y,993609.0
X,932558.0
X,907628.0
X,981490.0
X,1044681.0
Y,952259.0
Y,980929.0
Y,1070461.0
Y,905958.0
X,974200.0
Y,1048561.0
X,1019360.0
Y,911568.0
Y,990339.0
Y,995489.0
X,944609.0
Y,1252924.0
Y,1127573.0
Y,966729.0
Y,971299.0
X,1048101.0
X,1035061.0
Y,894928.0
Y,990540.0
X,985950.0
X,957679.0
Y,1029610.0
Y,941039.0
X,1105992.0
Y,895158.0
X,993020.0
X,1013490.0
X,912807.0
Y,998929.0
X,1022230.0
X,1170593.0
X,1401078.0
X,1024100.0
X,971920.0
Y,927088.0
X,1050471.0
X,1005420.0
X,916558.0
X,907247.0
X,1187873.0
Y,953119.0
Y,913268.0
Y,1038491.0
X,1083441.0
X,915358.0
X,1101642.0
Y,1005059.0
X,919768.0
X,926969.0
X,1029290.0
Y,948379.0
X,1020880.0
Y,1092711.0
X,977200.0
X,957379.0
X,1169914.0
X,902328.0
Y,910809.0
X,1245745.0
Y,998459.0
Y,949979.0
Y,947128.0
Y,1205714.0
Y,986939.0
Y,901888.0
X,958889.0
X,972039.0
Y,938849.0
X,1031560.0
X,1050471.0
Y,1140013.0
Y,951159.0
X,1081131.0
Y,1093961.0
X,915488.0
Y,983039.0
X,991109.0
X,934148.0
X,1357876.0
X,1171523.0
Y,894938.0
Y,994569.0
Y,1011430.0
X,1047431.0
Y,913678.0
X,977769.0
Y,1016550.0
Y,918227.0
Y,1171263.0
Y,1017610.0
X,965789.0
Y,977539.0
X,992289.0
Y,1017571.0
Y,918168.0
X,1156722.0
Y,987670.0
X,942798.0
Y,946049.0
X,1117002.0
X,935039.0
Y,896108.0
Y,1015800.0
X,1024521.0
Y,899857.0
X,993650.0
Y,1211614.0
Y,984299.0
X,932059.0
X,1017990.0
Y,1015909.0
X,893578.0
X,993430.0
Y,1002240.0
X,1018070.0
X,946618.0
X,1051141.0
Y,1059651.0
X,869897.0
X,980900.0
Y,1081601.0
X,928488.0
X,998519.0
X,982809.0
X,954479.0
X,923868.0
Y,989640.0
X,1006970.0
X,889998.0
Y,1180364.0
X,1035650.0
Y,964320.0
Y,927538.0
Y,992700.0
Y,1065071.0
Y,892917.0
X,1016550.0
Y,1099542.0
X,1183083.0
Y,1062620.0
Y,999280.0
X,1014850.0
X,893877.0
X,973179.0
X,1207634.0
X,890467.0
X,1006290.0
Y,1000769.0
Y,909798.0
Y,1002619.0
Y,1034110.0
X,1202313.0
Y,898577.0
Y,976139.0
X,1028080.0
Y,910438.0
X,1002100.0
Y,1159902.0
X,966308.0
X,961759.0
X,1055120.0
X,1082252.0
Y,911138.0
X,963389.0
X,1053291.0
Y,873677.0
X,1056691.0
X,978419.0
X,934029.0
X,937748.0
X,998279.0
Y,904967.0
Y,878738.0
X,936009.0
Y,1041771.0
Y,1055301.0
Y,889618.0
Y,993319.0
Y,1066181.0
Y,875918.0
Y,999689.0
X,969329.0
X,1030760.0
Y,904268.0
X,1032130.0
X,1346446.0
X,921938.0
X,1200064.0
Y,966449.0
Y,944959.0
X,1045750.0
X,1045271.0
X,1180104.0
X,977360.0
X,1220734.0
X,1046051.0
X,894737.0
Y,943149.0
Y,1121382.0
Y,939339.0
Y,989879.0
X,1062181.0
X,1019240.0
X,920388.0
Y,1254765.0
X,957999.0
Y,891008.0
Y,1014020.0
X,1057411.0
X,915329.0
Y,899037.0
X,1049320.0
Y,1218874.0
X,914468.0
X,972009.0
X,1019041.0
Y,910908.0
X,974030.0
X,1193234.0
Y,989280.0
X,970639.0
X,1077891.0
X,1061681.0
Y,893688.0
X,964679.0
Y,1068511.0
Y,931898.0
Y,1002570.0
Y,1056681.0
Y,1021540.0
Y,879918.0
Y,896007.0
X,1366347.0
Y,892757.0
Y,1012960.0
Y,944779.0
Y,876478.0
Y,896428.0
X,1254574.0
Y,977619.0
Y,901038.0
X,1012751.0
Y,932858.0
X,899858.0
X,1160653.0
Y,1005559.0
Y,1049620.0
Y,897787.0
X,949089.0
X,1216214.0
X,917868.0
Y,957429.0
Y,940739.0
X,1034631.0
Y,949119.0
Y,1138793.0
X,1047991.0
X,901748.0
Y,966890.0
Y,990790.0
X,994990.0
Y,1117232.0
Y,1094522.0
X,1052071.0
Y,915958.0
Y,1222594.0
X,1059711.0
Y,898088.0
X,1002009.0
Y,982789.0
Y,936758.0
Y,941319.0
Y,1027021.0
Y,1074422.0
X,914158.0
Y,966909.0
Y,1069001.0
X,902808.0
X,1281335.0
Y,1675813.0
Y,929999.0
Y,1038861.0
X,1027910.0
Y,1078131.0
X,912438.0
X,1056480.0
Y,1263045.0
X,901268.0
X,960859.0
Y,998319.0
Y,912878.0
Y,1259275.0
X,1060591.0
Y,933348.0
X,1014900.0
X,1018100.0
Y,1040060.0
Y,886058.0
Y,965249.0
Y,1325376.0
Y,931258.0
X,1091492.0
Y,1014480.0
X,906767.0
Y,1296385.0
X,1026850.0
X,970890.0
X,995930.0
X,998850.0
Y,1207533.0
Y,907738.0
X,1128502.0
X,993179.0
X,1067891.0
Y,1008469.0
Y,1001750.0
X,915228.0
X,1147573.0
Y,1007720.0
X,1210173.0
X,958269.0
X,1043921.0
X,1060211.0
X,919748.0
X,924179.0
X,1043681.0
X,909878.0
Y,1163523.0
X,1032551.0
X,1021530.0
Y,908417.0
Y,990640.0
X,1256395.0
Y,882067.0
X,1203614.0
Y,908458.0
X,934228.0
Y,959818.0
X,1053961.0
Y,1395838.0
X,1012299.0
Y,1048681.0
X,1192844.0
Y,923098.0
X,1248905.0
X,1017400.0
Y,909498.0
Y,998769.0
Y,901488.0
X,892207.0
X,891518.0
Y,1037140.0
Y,1046460.0
Y,869667.0
Y,944799.0
X,997229.0
Y,958579.0
X,972748.0
X,1031641.0
X,992780.0
Y,907498.0
X,1133143.0
X,1027971.0
Y,879217.0
X,988790.0
X,1041501.0
Y,1118762.0
X,907627.0
Y,1003820.0
X,1225984.0
X,887727.0
X,1024900.0
Y,1008480.0
Y,918749.0
X,1043560.0
X,1176134.0
X,873207.0
Y,881057.0
Y,952819.0
X,1039251.0
Y,902158.0
Y,1182464.0
X,1041931.0
X,877657.0
X,995139.0
Y,1172973.0
Y,1341667.0
X,995649.0
X,1068511.0
X,997860.0
X,883858.0
X,1090961.0
X,1010960.0
X,890758.0
X,1221744.0
Y,1031120.0
X,1061601.0
X,997830.0
Y,1198624.0
X,1020871.0
X,920728.0
Y,981869.0
Y,1431128.0
X,925938.0
X,948518.0
X,1037211.0
X,887317.0
Y,986979.0
Y,1044060.0
Y,1025980.0
X,925019.0
X,1159772.0
Y,1265545.0
X,917428.0
X,971679.0
X,1041400.0
Y,878657.0
Y,1161513.0
Y,1096291.0
X,911018.0
Y,901608.0
Y,970790.0
Y,964020.0
Y,952109.0
X,983320.0
X,1049900.0
X,908638.0
X,1012710.0
X,1063881.0
Y,1014490.0
X,913478.0
X,1108962.0
Y,1037731.0
Y,1180213.0
X,1046251.0
X,1125732.0
X,876877.0
X,1055891.0
